,Day,Year,Month,Hour,Minute,LAI.MODIS,Ta,TA_F_MDS_QC,TA_ERA,Tair,TA_F_QC,SW_IN_POT,SW_down,SW_IN_F_MDS_QC,SW_IN_ERA,SW_down.1,SW_IN_F_QC,LW_down,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,qeg,VPD_F_MDS_QC,VPD_ERA,VPD,VPD_F_QC,PA,PA_ERA,pressure,PA_F_QC,P,P_ERA,Precip,P_F_QC,weg,WS_ERA,wind,WS_F_QC,WD,ustar,RH,Rn,PPFD_down,SW_up,LW_up,Ca,CO2_F_MDS_QC,TS,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,SWC_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G,G_F_MDS_QC,LE,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_RANDUNC_METHOD,LE_RANDUNC_N,LE_CORR_JOINTUNC,H,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_RANDUNC_METHOD,H_RANDUNC_N,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT,NEE,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_RANDUNC_METHOD,NEE_VUT_REF_RANDUNC_METHOD,NEE_CUT_REF_RANDUNC_N,NEE_VUT_REF_RANDUNC_N,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_RANDUNC_METHOD,NEE_VUT_USTAR50_RANDUNC_METHOD,NEE_CUT_USTAR50_RANDUNC_N,NEE_VUT_USTAR50_RANDUNC_N,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,Reco,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N,SZA$zenith
1,1,2012,11,12,15,0,15.99954545,0,14.80245455,15.99954545,0,456.2921075,254.9630909,0.136363636,233.6009091,254.9630909,0.136363636,353.2395909,0,342.3620909,353.2395909,0,364.1369545,0.136363636,351.6908182,364.1369545,0.136363636,3.515909091,0,4.176727273,3.515909091,0,97.34090909,97.33963636,97.34090909,0,0,0.086681818,0,0,3.794681818,5.892636364,3.794681818,0,201.1461818,0.238956313,81.04863636,NA,459.7531579,29.44263636,402.6441364,398.2035909,0,14.62681818,13.79545455,14.46681818,0,0,0,26.34545455,35.37727273,32.81818182,0,0,0,12.89113636,0,NA,0.136363636,96.36219773,62.84904091,126.0523768,21.62290409,1.590909091,45.81818182,52.48707773,NA,0.136363636,19.42008609,8.717847,29.33156364,14.46111409,1.636363636,77.27272727,21.82119091,433.4545455,1,0,-0.09229845,-0.09229845,0.636363636,0.636363636,1.286741727,1.261191409,1.954545455,2,69.68181818,62.04545455,1.349313091,1.311458273,-0.09229845,-0.109923318,0.636363636,0.636363636,1.273749909,1.292672864,1.954545455,2,68.31818182,58.22727273,1.336432364,1.341697955,-0.083052445,-0.073592773,0.940909091,0.936363636,0.051396964,0.055236198,-0.426049773,-0.362985636,-0.299969318,-0.09229845,-0.060051468,0.185397327,0.546150545,-0.417533227,-0.296410045,-0.258878227,-0.129390136,-0.046205268,0.135143236,0.463705545,0.818181818,0.681818182,0.681818182,0.636363636,0.681818182,0.636363636,0.863636364,0.818181818,0.727272727,0.681818182,0.636363636,0.681818182,0.681818182,0.863636364,1.404556818,1.405763182,1.387455455,0.0263615,1.011058545,1.311076818,1.334215455,1.404342273,1.426523636,1.511634545,1.666421818,1.829904545,1.350257727,1.473565909,0.036757809,1.037903955,1.321636364,1.347067727,1.411085909,1.513454091,1.817661364,1.856740909,1.4967925,1.515684955,1.461048455,0.068084832,0.526392591,1.139626364,1.397569091,1.503561364,1.636715,1.761479318,1.961658955,1.550796227,1.442556091,1.5566205,0.073583777,0.618738909,1.185540818,1.414093818,1.528617545,1.734171955,2.074216545,2.150679318,1.020514227,1.266452727,0.929128182,0.057428841,0.497238045,0.6522175,0.711688364,0.872904818,1.016685091,1.137815091,1.476798182,0.936146136,0.760623364,1.106639909,0.078904814,0.5116665,0.646176955,0.676346682,0.988256409,1.346129545,1.742296364,1.847495455,1.349000318,1.967642227,1.493527545,0.059887577,1.028021273,1.183689864,1.2400225,1.413506136,1.592516318,1.818489818,2.193716273,1.650618818,1.453450545,1.810366955,0.087425191,1.224584045,1.321773318,1.372387636,1.587846364,2.274375864,2.483665864,2.603334773,NA,NA,72.28767022
2,2,2012,11,11.76190476,14.28571429,0,17.63095238,0,14.79947619,17.63095238,0,472.3375181,299.4060952,0.095238095,279.7951429,299.4060952,0.095238095,341.6199048,0,329.3801905,341.6199048,0,357.0562381,0.095238095,336.4230476,357.0562381,0.095238095,5.739714286,0,5.351857143,5.739714286,0,98.39047619,98.35852381,98.39047619,0,0,0.006761905,0,0,2.43052381,3.102761905,2.43052381,0,188.2846667,0.195592222,73.0852381,NA,511.4021053,37.07671429,413.6459048,396.2018095,0,14.61857143,14.05904762,14.99142857,0,0,0,24.23809524,33.58095238,30.78095238,0,0,0,17.3637619,0,NA,0,81.00438714,54.5578119,107.3232795,18.58215143,1.619047619,61.33333333,44.32927238,NA,0.047619048,35.52627505,22.41730724,48.57724071,18.96584381,1.619047619,47.42857143,28.165,435.4761905,1,0,0.322473629,0.353323295,0.904761905,0.904761905,1.206608524,1.135075476,2,2,82.0952381,74.23809524,1.407078048,1.203783143,0.322915057,0.33481301,0.904761905,0.904761905,1.203738524,1.135182667,2,2,80.9047619,71.33333333,1.40567581,1.204545571,0.168400524,0.256839571,0.848809524,0.825,0.09634268,0.0856559,-1.044602395,-0.321426571,-0.27450419,0.314154629,0.371432629,0.652497381,0.781965914,-1.005054443,0.152525476,0.216150295,0.320211581,0.371432629,0.650304857,0.759716571,0.714285714,0.523809524,0.571428571,0.857142857,0.761904762,0.904761905,0.904761905,0.761904762,0.80952381,0.904761905,0.904761905,0.761904762,0.904761905,0.904761905,1.761252381,1.732824762,1.763633333,0.024793424,1.493673333,1.681274762,1.707569048,1.735264762,1.775718095,1.892949048,2.070373333,2.292552857,1.714062857,1.871117619,0.042621719,1.533868095,1.685608095,1.71102,1.745737143,1.897057143,2.286053333,2.38048381,1.437703571,1.398011905,1.506793205,0.096692724,0.783578238,1.049926762,1.327714238,1.41248381,1.529260143,1.711691952,2.906810714,1.500220762,1.391148571,1.7027178,0.120768986,0.829688286,1.059864143,1.362779381,1.452903286,1.949558381,2.551426952,3.179382524,1.497278571,1.427171905,1.389291048,0.040113419,0.903718143,1.271300714,1.303720048,1.37440981,1.451494286,1.501594286,1.679477619,1.39635619,1.370952476,1.474299048,0.064033676,0.91208781,1.018435619,1.055533238,1.459019048,1.729615238,1.870442857,1.97176381,2.152031667,2.183365,2.202747524,0.056681567,1.737058333,1.960920952,2.019501476,2.124343571,2.238505619,2.399077619,2.922461619,2.429170476,2.299065524,2.428315143,0.067235413,1.892876095,2.032604048,2.074394,2.37719081,2.665114952,2.768025048,3.149901762,NA,NA,72.16743964
3,3,2012,11,11.76190476,14.28571429,0,16.25619048,0,13.90638095,16.25619048,0,466.7309152,205.594619,0.095238095,197.2447143,205.594619,0.095238095,353.9550476,0,336.7879524,353.9550476,0,378.869381,0.095238095,345.1351905,378.869381,0.095238095,4.030238095,0.047619048,4.375095238,4.030238095,0.047619048,98.99047619,98.9517619,98.99047619,0,0,0.007809524,0,0,3.865095238,3.367666667,3.865095238,0,161.4494238,0.279878286,78.415585,NA,371.6642105,25.75857143,400.615381,415.55,0.047619048,13.51761905,13.88809524,15.42571429,0,0,0,23.24761905,32.86190476,30.06666667,0,0,0,9.670380952,0,NA,0.095238095,48.40423571,32.85816238,64.60929524,16.18275476,1.380952381,66.0952381,29.30146238,NA,0.095238095,11.2512879,4.066871619,18.59559224,12.9612519,1.428571429,73.80952381,17.62428143,434.4761905,1,0,-0.976813095,-0.96159819,0.714285714,0.714285714,1.189049762,1.190884,1.80952381,1.80952381,75.42857143,65.19047619,1.278017429,1.20434081,-0.976813095,-0.96159819,0.714285714,0.714285714,1.188730762,1.192044571,1.80952381,1.80952381,74.52380952,63.95238095,1.278430714,1.205599857,-0.940555238,-0.955317143,0.863095238,0.854761905,0.038068926,0.032684193,-1.214419462,-1.09827189,-1.071945605,-0.966279286,-0.942256,-0.77526381,-0.514682569,-1.214241271,-1.042434476,-1.009893286,-0.965002952,-0.942440238,-0.94051519,-0.688386081,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.619047619,0.761904762,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.857142857,1.849445238,1.799215238,1.85063,0.018658914,1.675434,1.782424762,1.797896667,1.815118095,1.865158095,1.951187619,2.099732857,2.252889048,1.79898381,1.929944762,0.03195961,1.727308238,1.782590952,1.799614286,1.831089048,1.953826667,2.242254286,2.30958,2.826156524,2.760813286,2.805946476,0.044878319,2.293410238,2.729668,2.749526238,2.783391571,2.870999905,2.969941905,3.248830524,2.890544286,2.775797048,2.870499286,0.060610129,2.262447905,2.586550667,2.745848905,2.828053286,2.951919762,3.286905857,3.440618714,1.854590952,1.916289524,1.830244286,0.027384614,1.448058524,1.66098681,1.70885819,1.859739524,1.936034762,1.961594762,2.001029524,1.759925238,1.866439048,1.791615238,0.03646159,1.482033333,1.526446667,1.55601619,1.812067143,1.935019524,2.042928571,2.169636667,2.602466524,2.632089857,2.607496619,0.025373543,2.282692714,2.455200619,2.54614719,2.611689476,2.674834333,2.695667238,2.871037286,2.703190381,2.830000381,2.67141319,0.033929538,2.315456381,2.419480905,2.482508762,2.683736429,2.819173524,2.888271905,2.991118952,NA,NA,72.43490144
4,4,2012,11,11.76190476,14.28571429,0,18.63809524,0,16.94647619,18.63809524,0,461.201251,97.70738095,0.047619048,63.51619048,97.70738095,0.047619048,400.398381,0,395.9246667,400.398381,0,418.9495714,0.047619048,414.6867143,418.9495714,0.047619048,1.615666667,0,1.570380952,1.615666667,0,98.48571429,98.49947619,98.48571429,0,0.038095238,0.270380952,0.038095238,0,6.261619048,5.994190476,6.261619048,0,162.0609048,0.479757467,92.68095238,NA,181.7417,11.31509524,411.08,401.6230476,0,15.56380952,14.91619048,15.48190476,0,0,0,22.85238095,32.09047619,29.72857143,0,0,0,12.18847619,0,NA,0.333333333,55.38015238,36.6496,72.99286667,15.97833857,1.714285714,53.71428571,31.5954619,NA,0.238095238,-9.357787248,-13.70123685,-4.837778381,9.114656667,1.761904762,158.7619048,11.659,437.4761905,1,0,0.964876143,1.062166143,0.523809524,0.571428571,0.870660286,0.889904762,1.761904762,1.761904762,116.5238095,100.0952381,0.913646381,0.912597238,0.964876143,1.062166143,0.523809524,0.571428571,0.867251048,0.884084143,1.761904762,1.761904762,114.9047619,98.57142857,0.910275524,0.906778286,1.01833181,1.032793476,0.979761905,0.973809524,0.017334447,0.018104406,0.878868905,0.964876143,0.964876143,0.964876143,1.094626143,1.094626143,1.134915619,0.878868905,0.964876143,0.964876143,1.056891857,1.094626143,1.094626143,1.148099524,0.523809524,0.523809524,0.523809524,0.523809524,0.571428571,0.571428571,0.571428571,0.523809524,0.523809524,0.523809524,0.571428571,0.571428571,0.571428571,0.571428571,2.292548095,2.288069048,2.322930952,0.014721243,2.208968571,2.266051429,2.279204762,2.29810619,2.330179048,2.384985714,2.520058095,2.685198095,2.286287143,2.399654762,0.030023071,2.228053333,2.267305714,2.284417619,2.303892857,2.38828619,2.683799524,2.79265619,1.327085429,1.225903619,1.290137043,0.028265462,1.071622619,1.172526143,1.18688519,1.238357667,1.367982,1.439348524,1.594217476,1.366674238,1.321411571,1.381322267,0.041631752,1.079496429,1.173865476,1.191840095,1.336532762,1.45599119,1.725670143,1.838415333,1.866114762,1.979631905,1.97863619,0.024762667,1.645430476,1.821361429,1.85302,1.984394286,2.092211905,2.157518095,2.173955714,1.830139048,2.052431905,1.816980952,0.030732333,1.550251429,1.602839524,1.630844286,1.83544,1.921757619,2.065975714,2.14364619,1.434700476,1.434832905,1.457896571,0.013939222,1.269163952,1.368537,1.406733714,1.449012333,1.520905143,1.548380429,1.579689762,1.424233381,1.59153319,1.421105238,0.022223269,1.165299,1.239792143,1.361912714,1.420714952,1.460675667,1.585465143,1.670964095,NA,NA,72.6993874
5,5,2012,11,11.76190476,14.28571429,0,14.0722381,1.047619048,18.12161905,14.15471429,1.047619048,455.7498752,61.9082381,0.047619048,176.76,61.9082381,0.047619048,354.7079048,1.047619048,371.8279524,353.9627619,1.047619048,370.5342857,1.047619048,386.3461429,373.6098571,1.047619048,3.051,1.047619048,3.33,3.113619048,1.047619048,NA,98.01638095,98.01638095,2,NA,0.205142857,0.205142857,2,NA,7.261666667,7.261666667,2,NA,NA,NA,NA,116.3881,NA,NA,417.7390952,1.047619048,13.0197619,13.56757143,15.24280952,1.047619048,1.047619048,1.047619048,23.48304762,31.88814286,28.67695238,1.047619048,1.047619048,1.047619048,-1.061205667,1.047619048,NA,1.047619048,31.05851381,20.16559905,41.05891905,12.07784476,2,99.57142857,19.68386095,NA,1.047619048,-14.05818405,-18.87748529,-8.875806048,9.96663619,2,237.7142857,12.73254762,430.952381,1,0,1.029652571,0.994946714,1.047619048,1.047619048,0.409040667,0.387108429,2,2,182.8571429,166.3809524,0.425518667,0.391803048,1.030434952,0.952770048,1.047619048,1.047619048,0.403956048,0.382872524,2,2,180.5238095,164.0952381,0.420652714,0.387628048,0.981050143,0.99414419,0.952380952,0.952380952,0.016211529,0.013849017,0.82119319,0.856492714,0.884560238,0.996673333,1.031924667,1.057042486,1.126518762,0.833450333,0.935238333,0.940367,0.990160714,1.03866519,1.044878286,1.126565429,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.996512381,1.938222857,1.982142381,0.01088351,1.848365238,1.939879524,1.947468095,1.971790952,2.010455238,2.040222857,2.125122857,2.138267619,1.939766667,2.006914762,0.013459933,1.849709524,1.941648571,1.94887,1.991906667,2.041364286,2.101896667,2.151014286,0.96763119,0.985452667,0.987999429,0.016924024,0.773904476,0.923125095,0.940227095,0.989212952,1.029056333,1.057646952,1.178482952,1.022506762,0.909332476,1.02586681,0.020771849,0.785641619,0.923852905,0.946078476,1.004474143,1.061460905,1.188313095,1.23514519,0.984509714,0.907012429,1.035084857,0.054574529,0.545427571,0.642343381,0.675325429,0.995026952,1.256931905,1.52209619,1.53592381,1.010020333,0.828286619,0.958826667,0.014683162,0.834280952,0.869659762,0.886959095,0.944831571,1.005155667,1.019348619,1.049384524,0.51104219,0.46402381,0.540610095,0.020669626,0.389454333,0.416246905,0.443258905,0.494520857,0.591364714,0.752331667,0.775818476,0.45062881,0.472163905,0.45106451,0.006453855,0.365654667,0.415215381,0.422725952,0.449173571,0.479249333,0.491390524,0.513350476,NA,NA,72.96079859
6,6,2012,11,11.76190476,14.28571429,0,15.38533333,1.047619048,13.65547619,15.33190476,1.047619048,450.3794412,215.7904286,0.047619048,217.8807143,215.7904286,0.047619048,344.906,1.047619048,332.5724286,343.4334286,1.047619048,367.9705238,1.047619048,340.177381,368.676,1.047619048,4.546190476,1.047619048,4.892666667,4.552857143,1.047619048,NA,98.7977619,98.7977619,2,NA,0.009333333,0.009333333,2,NA,3.235190476,3.235190476,2,NA,NA,NA,NA,378.80435,NA,NA,404.0750476,1.047619048,12.87047619,13.215,15.03114286,1.047619048,1.047619048,1.047619048,23.18047619,32.41161905,29.50047619,1.047619048,1.047619048,1.047619048,10.2793078,1.047619048,NA,1.047619048,59.3738919,38.10650143,78.31475714,16.40592524,2,80.80952381,34.19540524,NA,1.047619048,20.14563381,9.36567619,30.1315981,11.24018524,2,113.4761905,19.66119048,416.6190476,1,0,0.012112686,-0.072642171,1.047619048,1.047619048,0.446825571,0.441580952,2,2,156.0952381,134.3333333,0.525369762,0.504741095,0.012247638,-0.177802124,1.047619048,1.047619048,0.443996048,0.465520714,2,2,153.5238095,122.7142857,0.522920333,0.524205714,-0.140917505,-0.173848514,0.952380952,0.952380952,0.043958624,0.042055086,-0.770431857,-0.422987981,-0.369228695,-0.0253086,0.049463924,0.079363248,0.167051762,-0.681855762,-0.3618406,-0.348781981,-0.159688457,0.023786019,0.049550114,0.124648,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,1.047619048,2.314723333,2.284259524,2.315993333,0.006674046,2.230197143,2.287529524,2.297060476,2.311120476,2.329890476,2.341571429,2.402366667,2.397535714,2.285167143,2.327980952,0.008257584,2.235876667,2.282232857,2.296401429,2.315402857,2.358641429,2.39185619,2.416118095,2.303148429,2.462062286,2.489842495,0.042422018,2.152253238,2.245859143,2.281657952,2.45322419,2.656095048,2.688920524,2.983091952,2.32640481,2.272920095,2.468897638,0.042708414,2.139226619,2.245363381,2.266543429,2.36219281,2.656348905,2.720526762,3.002359048,0.78530681,0.772760762,0.954865381,0.053281576,0.462536095,0.625932333,0.64270781,0.850284333,1.239320762,1.419591905,1.432162857,0.838926238,0.655561476,0.881676476,0.022366748,0.672222714,0.738521286,0.80262219,0.846398333,0.910893952,1.047852381,1.08770681,0.50506581,0.425025667,0.641123848,0.04631876,0.250695524,0.298239524,0.345251333,0.604219619,0.885782238,1.044989286,1.059968476,0.508457333,0.457169952,0.592590195,0.013022643,0.470271714,0.504457143,0.531561381,0.580200143,0.62664381,0.67866481,0.732489762,NA,NA,73.21903605
7,7,2012,11,11.76190476,14.28571429,0,15.3752381,0.428571429,12.83004762,15.53619048,0.428571429,445.0938111,327.1703333,0.047619048,253.8750476,327.1703333,0.047619048,316.1815238,0.380952381,314.8719048,317.4957619,0.380952381,322.856619,0.428571429,319.3591905,325.2020476,0.428571429,6.632428571,0.428571429,5.29152381,6.652047619,0.428571429,99.67692308,99.47809524,99.55595238,0.761904762,0,0.012761905,0.005047619,0.666666667,4.429153846,3.253666667,3.717142857,0.761904762,25.24007692,0.370582385,56.44153846,NA,563.4075,51.71657143,405.1992857,400.0682381,0.428571429,12.94766667,13.49771429,15.22252381,0.380952381,0.380952381,0.380952381,23.20657143,32.15661905,29.39785714,0.380952381,0.380952381,0.380952381,9.135919619,0.380952381,NA,0.428571429,94.92280714,61.83245976,127.2896019,22.51469524,1.571428571,61.33333333,53.9883581,NA,0.428571429,33.82498381,18.5161819,48.78473,11.90906429,1.619047619,91.0952381,26.1496381,413.4761905,1,0,0.151188831,0.162569403,0.523809524,0.523809524,0.562531714,0.448200048,1.80952381,1.952380952,127.0952381,136.4761905,0.596799286,0.466108333,0.151652165,0.141972641,0.523809524,0.523809524,0.562288667,0.453280714,1.80952381,1.952380952,125.2857143,132.7142857,0.596626048,0.47049519,0.134026305,0.142215714,0.944047619,0.941666667,0.017311796,0.015244695,-0.085829452,0.02488645,0.055004117,0.147255212,0.184016593,0.246472381,0.260757619,-0.046842548,0.094372117,0.094448308,0.143880355,0.197487212,0.230776974,0.255283238,0.523809524,0.523809524,0.523809524,0.523809524,0.523809524,0.619047619,0.571428571,0.523809524,0.523809524,0.523809524,0.523809524,0.619047619,0.619047619,0.571428571,2.528841429,2.513640476,2.536435714,0.005372564,2.488099048,2.513070476,2.518832857,2.53036,2.549284286,2.556996667,2.577475238,2.522876667,2.514514286,2.529687143,0.005696418,2.467321905,2.492828095,2.512945238,2.526559048,2.544419048,2.556031429,2.576089524,2.377923238,2.371667143,2.394219571,0.018709997,2.242486857,2.292071429,2.321098524,2.385899571,2.445085048,2.458893857,2.593425857,2.379717524,2.362862381,2.395661305,0.019693405,2.22717881,2.272640143,2.311214524,2.375674286,2.462671524,2.505926714,2.611169905,0.981598667,1.252968857,1.368973143,0.044255352,0.965993857,1.010221952,1.073453571,1.313597429,1.668857143,1.683960476,1.710377619,1.004043143,0.987568571,1.309257,0.04083631,0.972054238,0.992217714,1.021350286,1.303400333,1.510340952,1.609029524,1.624924286,0.873686286,0.75962981,1.012650238,0.041689535,0.704067381,0.732353667,0.756589143,0.915492333,1.258061429,1.317965381,1.427811762,0.730091048,0.778718286,1.066502076,0.037180033,0.720620095,0.769127667,0.788335714,1.097434,1.230343048,1.330374048,1.337883238,NA,NA,73.47400082
8,8,2012,11,11.76190476,14.28571429,0,13.54466667,0,11.31642857,13.54466667,0,439.8944588,317.0931905,0.095238095,275.0359048,317.0931905,0.095238095,301.7264762,0,307.8203333,301.7264762,0,311.9539048,0.095238095,311.0656667,311.9539048,0.095238095,6.293619048,0,4.895333333,6.293619048,0,99.86190476,99.7662381,99.86190476,0,0,0,0,0,1.494428571,1.401142857,1.494428571,0,126.5663543,0.145018211,62.97428571,NA,536.2284211,38.82842857,392.7872857,399.062619,0,10.67504762,12.16238095,15.08857143,0,0,0,22.37619048,32.00952381,29.11428571,0,0,0,8.956285714,0,NA,0.047619048,56.88178752,37.75660171,76.95000667,18.98284619,1.476190476,63.95238095,35.26079095,NA,0.19047619,45.48529143,28.81031,62.97725667,13.48325714,1.571428571,80.66666667,30.07650952,410.4761905,1,0,0.378130429,0.44993829,0.761904762,0.904761905,0.543818143,0.418089,1.904761905,2,154.1904762,154.2380952,1.039323143,0.64806319,0.362364095,0.284223148,0.80952381,1,0.536954762,0.41984081,1.904761905,2,152.047619,151.5238095,1.035308714,0.647628095,0.267528476,0.241901995,0.847619048,0.825,0.112126319,0.08493859,-0.753937733,-0.625273671,-0.33744229,0.37953429,0.649201333,0.864521843,1.075105829,-0.614148528,-0.155477238,0.002471095,0.278300429,0.508681667,0.562325319,0.950038176,1,1,0.952380952,0.80952381,0.761904762,0.619047619,0.666666667,1.095238095,1.19047619,1.047619048,1,0.80952381,0.952380952,0.857142857,2.340909524,2.336389524,2.359074286,0.010432411,2.260139524,2.294705714,2.313872381,2.356124762,2.393012857,2.411800952,2.44704619,2.265507619,2.338224286,2.335805238,0.012965726,2.182574095,2.246465238,2.286677619,2.336831429,2.379370952,2.403562381,2.44342,1.963296952,2.05216619,2.117173143,0.086399648,1.389847,1.770224571,1.820023905,2.073823286,2.373463,2.535776762,2.936251762,1.921771,1.975860762,2.068276095,0.113085148,1.182964095,1.345073619,1.520812333,1.94446,2.665019952,2.72692919,3.036281381,1.152892286,1.328693524,1.455636762,0.039555238,1.037774048,1.130119143,1.20424819,1.458036524,1.641859143,1.665706667,1.80107619,1.083413571,1.148950905,1.50222,0.053527476,1.045537,1.128351095,1.158769714,1.45793319,1.740102857,1.99568381,2.029622381,0.976454476,0.851876048,1.135171486,0.036408311,0.855952095,0.88937,0.907311857,1.115532048,1.297957571,1.416112143,1.560814952,1.056154857,1.104365714,1.550667952,0.092549733,0.893199905,0.998608333,1.063783952,1.399192143,1.579042333,2.50880519,2.679618429,NA,NA,73.72559401
