,Day,Year,Month,Hour,Minute,LAI.MODIS,ustar,Tair,WD,wind,NEE,FC,SC,H,SH,LE,SLE,G,TS_1,TS_2,Precip,RH,pressure,CO2_1,CO2_2,VPD,SWC_1,SWC_2,Rn,PPFD_down,SW_down,SW_DIF,PPFD_up,SW_up,LW_down,LW_out,H2O,Reco,APAR,PPFD_DIF,FAPAR,ZL,SZA
199,19,2007,6,10.51515152,15.45454545,,0.430967742,25.28787879,278.8181818,4.55969697,-10.41083871,-10.41083871,0,72.93548387,NA,154.5483871,NA,33.15151515,28.62242424,27.41151515,0.03030303,63.11818182,98.87915152,NA,NA,1.320575758,20.23654545,22.42445455,338.3333333,752.0606061,437.9090909,NA,45.22580645,86.90909091,439.8484848,452.5454545,NA,NA,NA,NA,NA,NA,56.56615495
200,20,2007,6,11.25806452,14.51612903,,0.180214286,24.51612903,306.1935484,1.953548387,-14.10735484,-14.10735484,0,67.25806452,NA,149.3225806,NA,57.87096774,28.57709677,26.79290323,0,50.1483871,99.51974194,NA,NA,1.734580645,19.93883871,22.01619355,302.9032258,814.0322581,482.3870968,NA,46.41935484,94.77419355,368.3548387,453.0322581,NA,NA,NA,NA,NA,NA,52.10100979
201,22,2007,6,11.5,15,,0.24425,21.7,61,3.034,-10.755125,-10.755125,0,7.875,NA,96.75,NA,11.76666667,23.079,23.10766667,0,86.62333333,99.08353333,NA,NA,0.399333333,19.7103,28.43343333,242.6333333,565.8333333,309.7666667,NA,30.03333333,63.43333333,422.9666667,426.6,NA,NA,NA,NA,NA,NA,50.68615401
202,25,2007,6,11.25806452,14.51612903,,0.197086957,25.44516129,157.516129,1.88483871,-16.70314815,-16.70314815,0,27.88888889,NA,118.3703704,NA,37.5483871,25.13806452,24.54870968,0,86.35806452,99.21329032,NA,NA,0.517483871,32.65529032,34.39377419,281.5806452,616.516129,343.2580645,NA,28.73333333,66.16129032,448.7096774,444.2580645,NA,NA,NA,NA,NA,NA,52.15015817
203,26,2007,6,11.25806452,14.51612903,,0.305448276,24.98709677,183.0967742,2.942903226,-15.94822222,-15.94822222,0,15.20689655,NA,115.9285714,NA,23.5483871,24.68967742,24.36967742,0.032258065,90.20322581,99.48419355,NA,NA,0.360516129,31.83251613,34.22283871,223.6774194,488.9032258,277.1935484,NA,25.14814815,54.5483871,439.7741935,438.6774194,NA,NA,NA,NA,NA,NA,52.17371835
204,27,2007,6,10.75862069,14.48275862,,0.34425,26.45517241,208.0344828,3.267241379,-21.39978571,-21.39978571,0,28.35714286,NA,171.3333333,NA,32.44827586,26.16310345,25.49034483,0.006896552,87.21034483,99.19727586,NA,NA,0.504896552,31.61037931,33.91396552,309.3448276,673.0689655,382,NA,30.71428571,75.34482759,451.2068966,448.4827586,NA,NA,NA,NA,NA,NA,50.20069054
205,28,2007,6,11.77419355,15.48387097,,0.264333333,22.19032258,220.7741935,2.351290323,0.779555556,0.779555556,0,4.277777778,NA,1,NA,-3.161290323,23.59645161,23.59096774,0.258064516,98.56129032,99.09077419,NA,NA,0.036258065,36.19358065,35.67419355,100.3548387,263.9677419,129.6129032,NA,11.79310345,27.35483871,419.0967742,421.0967742,NA,NA,NA,NA,NA,NA,52.27117285
206,29,2007,6,11.5,15,,0.245724138,20.57333333,324.2333333,2.309666667,1.527103448,1.527103448,0,47.06896552,NA,4.862068966,NA,6.233333333,21.487,21.32866667,0.006666667,82.08,99.22073333,NA,NA,0.4733,35.50666667,35.29,295.7666667,620.6333333,366.3333333,NA,27.16666667,73.8,418,414.8666667,NA,NA,NA,NA,NA,NA,50.84388752
207,30,2007,6,11.5,15,,0.347366667,22.61666667,46.06666667,3.225666667,1.362666667,1.362666667,0,41.46666667,NA,5.066666667,NA,20.1,21.81,21.564,0,81.54333333,99.1505,NA,NA,0.5685,34.15356667,35,308.4666667,657.5,400.1333333,NA,29.5,86.1,418.8,424.3,NA,NA,NA,NA,NA,NA,50.88457853
208,1,2007,7,11.25806452,14.51612903,,0.350225806,22.70967742,46.77419355,3.221290323,1.445483871,1.445483871,0,28.80645161,NA,3.258064516,NA,14.5483871,21.01322581,20.86225806,0,70.00648387,99.44848387,NA,NA,0.915709677,32.8873871,34.71625806,308.9032258,705.3870968,426.1290323,NA,31.16129032,93.70967742,398.3225806,421.7741935,NA,NA,NA,NA,NA,NA,52.35961074
209,2,2007,7,11.5,15,,0.314241379,21.82,71.9,2.871333333,1.925944444,1.925944444,0,63.83333333,NA,7.277777778,NA,19.06666667,21.454,21.03766667,0,69.28,99.62016667,NA,NA,0.901633333,31.57,34.3935,402.8666667,869.4,515.7,NA,37.46666667,107.3333333,416.5,422.1,NA,NA,NA,NA,NA,NA,50.9794745
210,3,2007,7,11.5,15,,0.207035714,23.69,181,1.847666667,-24.6712069,-24.6712069,0,31.6,NA,215.4482759,NA,26.06666667,22.87836667,22.13,0,66.1167,99.25706667,NA,NA,1.103533333,30.34666667,34.01353333,412.3333333,1303.833333,513.7666667,NA,44.3,106.5,434.4333333,429.4,NA,NA,NA,NA,NA,NA,51.03365449
211,4,2007,7,11.5,15,,0.392384615,24.78,226.3,3.570666667,-14.274,-14.274,0,10.46153846,NA,100.5,NA,22.46666667,23.488,22.82533333,0.026666667,87.70333333,98.71723333,NA,NA,0.422433333,29.34,33.85376667,187.8333333,702.4333333,275.0666667,NA,27.41666667,62.23333333,410.1,435.1,NA,NA,NA,NA,NA,NA,51.09230454
212,5,2007,7,11.25806452,14.51612903,,0.250655172,26.55483871,273.8709677,2.301612903,-17.50962069,-17.50962069,0,22.4137931,NA,162.9285714,NA,23.06451613,25.17548387,24.34225806,0.012903226,81.49677419,98.84570968,NA,NA,0.722387097,28.73548387,33.56170968,271.4193548,1057.129032,414,NA,35.58064516,88.87096774,390.3870968,444.1612903,NA,NA,NA,NA,NA,NA,52.58924993
213,6,2007,7,11.5,15,,0.18237037,27.39,297.5,1.531333333,-22.69116667,-22.69116667,0,19.96666667,NA,228.4333333,NA,24.03333333,25.53766667,24.47866667,0,67.14666667,99.10033333,NA,NA,1.3504,27.7241,32.88356667,328.4333333,1313.2,507.2333333,NA,41.8,103,370.3333333,446.3,NA,NA,NA,NA,NA,NA,51.22295632
214,7,2007,7,11.5,15,,0.195827586,27.40333333,178.0666667,1.723,-26.02073333,-26.02073333,0,21.3,NA,223.8666667,NA,27.8,26.16066667,24.84766667,0,69.55666667,98.8403,NA,NA,1.229966667,26.57696667,31.9603,354.9,1290.4,498.6666667,NA,41,102.0333333,406.8,448.6,NA,NA,NA,NA,NA,NA,51.29492678
215,8,2007,7,11.5,15,,0.373066667,28.19666667,210.8666667,3.437666667,-22.25716667,-22.25716667,0,13.13333333,NA,209.3666667,NA,28.23333333,27.37236667,25.79633333,0,72.86333333,98.50706667,NA,NA,1.147066667,25.66676667,30.87666667,402.3,1286.666667,502.5666667,NA,41.03333333,106.6666667,461.4,454.7333333,NA,NA,NA,NA,NA,NA,51.37130477
216,13,2007,7,11.5,15,,0.2115,24.07666667,280.8666667,1.665,-26.77731818,-26.77731818,0,42.22727273,NA,254.0454545,NA,28.33333333,22.679,22.20833333,0.006666667,62.34,98.9838,NA,NA,1.253133333,24.22,27.88046667,321.5333333,1298.133333,533.1666667,NA,43.66666667,128.0333333,345.2,428.9,NA,NA,NA,NA,NA,NA,51.81865874
217,14,2007,7,12.48484848,14.54545455,,0.452290323,24.35757576,220.8181818,4.011212121,-18.3353871,-18.3353871,0,25.70967742,NA,180.6129032,NA,20.36363636,22.46848485,21.8069697,0.012121212,69.83636364,98.46430303,NA,NA,1.054909091,23.47609091,26.29430303,281.6969697,1151.181818,456.3636364,NA,37.84848485,99.24242424,357.2424242,432.6666667,NA,NA,NA,NA,NA,NA,57.57016007
218,15,2007,7,11.5,15,,0.278586207,24.40333333,324.7,2.414,-17.84827586,-17.84827586,0,52,NA,179.2068966,NA,14.76666667,23.53233333,22.83533333,0.006666667,71.27333333,98.6269,NA,NA,0.957,23.15706667,25.22336667,318.0666667,1298.2,509.5666667,NA,41.93333333,104.4666667,345.7,432.8333333,NA,NA,NA,NA,NA,NA,52.02776777
219,16,2007,7,11.25806452,14.51612903,,0.166541667,25.16774194,172.0645161,1.242258065,-21.5956129,-21.5956129,0,28.58064516,NA,170.8064516,NA,20.90322581,22.95970968,22.03903226,0,67.81935484,98.91958065,NA,NA,1.157967742,22.48067742,24.13548387,271.1935484,1089.612903,425.0967742,NA,35.19354839,85.87096774,367.4516129,435.2580645,NA,NA,NA,NA,NA,NA,53.58217816
220,17,2007,7,11.5,15,,0.351,22.58,235.3666667,2.674666667,-15.6927,-15.6927,0,16.3,NA,96.8,NA,8.466666667,21.55066667,21.301,0.346666667,92.06666667,98.77046667,NA,NA,0.2616,34.0835,35.97333333,134.9333333,559.9666667,218.4333333,NA,28.81481481,50.13793103,386.9,422.0666667,NA,NA,NA,NA,NA,NA,52.2538427
221,18,2007,7,11.5,15,,0.35084,24.62333333,163.2666667,2.847333333,-9.392038462,-9.392038462,0,7.384615385,NA,69.5,NA,23.3,22.59133333,22.13433333,0.02,94.08333333,98.73023333,NA,NA,0.2208,35.73333333,35.71,119.1333333,474.6666667,189.6,NA,17,43.73333333,407,433.8,NA,NA,NA,NA,NA,NA,52.37317987
222,19,2007,7,11.5,15,,0.340481481,24.4,249.0333333,2.626,-11.15132143,-11.15132143,0,21.82758621,NA,107.9285714,NA,12.5,23.209,22.99,0.213333333,89.8,98.52356667,NA,NA,0.328233333,36.08666667,35.96333333,150.2,588.3,230.3,NA,20.51724138,51.2,402.6,431.5333333,NA,NA,NA,NA,NA,NA,52.49668164
223,20,2007,7,11.5,15,,0.4275,20.43,61.33333333,3.561333333,-18.63136667,-18.63136667,0,63.16666667,NA,176.4666667,NA,1.833333333,19.47766667,19.56533333,0,74.8967,99.307,NA,NA,0.6757,35.18333333,35.24666667,310.9666667,1264.4,510.5,NA,44.13333333,108.9,322.3333333,412.8666667,NA,NA,NA,NA,NA,NA,52.6243204
224,21,2007,7,11.5,15,,0.257233333,21.83333333,47.06666667,2.164,-19.16086667,-19.16086667,0,51.43333333,NA,170.4666667,NA,12.86666667,19.618,19.38703333,0,72.28333333,99.5837,NA,NA,0.81,33.60673333,34.5168,292.7333333,1215.7,486.2666667,NA,43.2,102.3666667,327.3666667,418.5666667,NA,NA,NA,NA,NA,NA,52.75606762
225,22,2007,7,11.5,15,,0.257827586,22.18,60.76666667,2.181333333,-21.50103333,-21.50103333,0,39.63333333,NA,186.7,NA,12.9,20.077,19.81066667,0,68.15333333,99.62013333,NA,NA,0.941933333,32.31046667,33.96723333,285.9666667,1199.3,480.7,NA,42.63333333,101.8666667,326.7333333,419.6,NA,NA,NA,NA,NA,NA,52.89189381
226,23,2007,7,11.5,15,,0.20964,23.86333333,77.46666667,1.502,-21.4192,-21.4192,0,38.2,NA,185.0333333,NA,18.4,20.6804,20.251,0,65.41666667,99.2538,NA,NA,1.152233333,31.06,33.30683333,300.4,1247.7,490.7333333,NA,45.03333333,101.5,338.9666667,427.7,NA,NA,NA,NA,NA,NA,53.03176852
227,24,2007,7,11.5,15,,0.15716,24.60666667,79.2,1.234333333,-20.50026667,-20.50026667,0,36.03333333,NA,182.0666667,NA,17.6,20.90433333,20.45133333,0,66.00666667,99.10693333,NA,NA,1.187233333,29.93666667,32.4438,293.3666667,1215.433333,467.8,NA,43.66666667,94.26666667,350.5,430.5666667,NA,NA,NA,NA,NA,NA,53.17566033
228,25,2007,7,11.5,15,,0.147964286,26.14333333,135.6,1.11,-23.48816667,-23.48816667,0,35.26666667,NA,194.0666667,NA,23.5,22.276,21.60933333,0,68.02,99.08023333,NA,NA,1.188733333,29.00666667,31.57683333,301.6333333,1203.333333,464.6333333,NA,43.46666667,95.6,372.5333333,440,NA,NA,NA,NA,NA,NA,53.32353687
229,26,2007,7,11.5,15,,0.204655172,25.01666667,181.3,1.795666667,-20.10224138,-20.10224138,0,20.68965517,NA,135.4137931,NA,21.4,22.57166667,21.95866667,0.006666667,82.68,98.86686667,NA,NA,0.6404,28.18003333,30.73666667,196.9,791.0666667,313.8666667,NA,28.73333333,70.93333333,389.9666667,435.9,NA,NA,NA,NA,NA,NA,53.4753648
230,27,2007,7,11.5,15,,0.25345,23.48571429,231.75,2.010714286,-7.152533333,-7.152533333,0,8.526315789,NA,41,NA,10.82142857,22.16857143,21.84321429,0.65,96.06071429,98.404,NA,NA,0.125178571,29.82539286,32.17510714,91.53571429,409.6428571,135.1785714,NA,14.5,30.71428571,414.4285714,427.4642857,NA,NA,NA,NA,NA,NA,50.76751369
231,28,2007,7,11.5,15,,0.280413793,24.38,174.5666667,2.198333333,-14.1034,-14.1034,0,34.7,NA,101.1,NA,19.06666667,22.73033333,22.33633333,0,91.41333333,98.58416667,NA,NA,0.295733333,31.78693333,32.96016667,205.3666667,753.3333333,300.0666667,NA,27.55172414,64.83333333,404.6333333,434.4,NA,NA,NA,NA,NA,NA,53.79073671
232,29,2007,7,11.5,15,,0.353642857,25.09666667,37.76666667,2.866666667,-19.23443333,-19.23443333,0,19.06666667,NA,173.3,NA,12.96666667,22.62866667,22.32833333,0,77.19003333,98.78713333,NA,NA,0.805633333,31.29333333,32.6737,262.4666667,1055.533333,415.8,NA,36.23333333,85.93333333,368.4666667,435.7666667,NA,NA,NA,NA,NA,NA,53.95420924
233,30,2007,7,11.24137931,15.51724138,,0.336827586,25.45172414,34.72413793,2.758275862,-22.06855172,-22.06855172,0,30.86206897,NA,202,NA,18.27586207,22.16068966,21.70586207,0,73.82072414,99.00034483,NA,NA,0.955206897,30.31724138,32.09689655,309.1034483,1252.586207,489.9655172,NA,44.82758621,102.0689655,360.2068966,438.9310345,NA,NA,NA,NA,NA,NA,52.90505987
234,31,2007,7,11.24137931,15.51724138,,0.275,26.71724138,31.55172414,2.257586207,-20.85458621,-20.85458621,0,25.96551724,NA,204.2758621,NA,21.27586207,22.97758621,22.35689655,0,72.71727586,99.10027586,NA,NA,1.038241379,29.35517241,31.47241379,313.137931,1261.103448,486.5517241,NA,45.10344828,98.82758621,371.2413793,445.862069,NA,NA,NA,NA,NA,NA,53.07581109
235,1,2007,8,11.24137931,15.51724138,,0.191551724,28.54827586,73.13793103,1.655517241,-22.25906897,-22.25906897,0,24.65517241,NA,213.2413793,NA,24.37931034,24.55206897,23.75551724,0,72.76896552,98.97631034,NA,NA,1.18737931,28.51724138,30.81034483,314.1034483,1266.862069,485.5517241,NA,45.37931034,97.17241379,381.2068966,455.5172414,NA,NA,NA,NA,NA,NA,53.25024682
236,2,2007,8,11.5,15,,0.129521739,29.63221429,222.25,0.874642857,-20.89567857,-20.89567857,0,26.42857143,NA,197.1071429,NA,23.35714286,24.53535714,23.73035714,0,68.77857143,98.97875,NA,NA,1.436428571,27.55403571,29.81785714,313.6785714,1211.5,466.8214286,NA,44.17857143,92,395.3571429,456.5714286,NA,NA,NA,NA,NA,NA,51.77986227
237,3,2007,8,11.24137931,15.51724138,,0.181230769,28.84834483,276.5172414,1.456206897,-20.90627586,-20.90627586,0,21.48275862,NA,193.4482759,NA,21.68965517,24.86482759,24.03275862,0,77.67931034,99.02803448,NA,NA,1.00637931,26.728,28.78275862,281.4137931,1082.275862,423.6551724,NA,39.55172414,85.24137931,397.6551724,454.7241379,NA,NA,NA,NA,NA,NA,53.61001285
238,4,2007,8,12.4516129,14.51612903,,0.346172414,24.76774194,65.4516129,2.876774194,-13.16017241,-13.16017241,0,18.51724138,NA,108.3103448,NA,11.06451613,23.71709677,23.20935484,0.116129032,83.71612903,98.96819355,NA,NA,0.532677419,25.73883871,27.56196774,185.8387097,671.7419355,270.2903226,NA,26.17241379,59.38709677,411.483871,436.6129032,NA,NA,NA,NA,NA,NA,57.70252192
239,5,2007,8,11.82758621,15.51724138,,0.391137931,28.56206897,206.2068966,3.322068966,-16.418,-16.418,0,11,NA,165.9310345,NA,23.96551724,25.67586207,24.78448276,0,83.47931034,98.47293103,NA,NA,0.715517241,25.49310345,26.87962069,260.8275862,948.8275862,368.4137931,NA,34.86206897,76.31034483,426.3448276,457.4827586,NA,NA,NA,NA,NA,NA,54.31658226
240,6,2007,8,11.5,15,,0.33725,28.84642857,207.1428571,2.896785714,-18.50928571,-18.50928571,0,32.67857143,NA,149.2857143,NA,27.07142857,26.67464286,25.68642857,0,85.80714286,98.52182143,NA,NA,0.581107143,25.18214286,26.11117857,274.5714286,985.8928571,382.7142857,NA,36.67857143,78.89285714,432.75,461.8214286,NA,NA,NA,NA,NA,NA,52.5286183
241,7,2007,8,11.5,15,,0.402892857,30.77503571,214.6071429,3.515714286,-18.58964286,-18.58964286,0,19.03571429,NA,208.6785714,NA,29,27.62178571,26.47464286,0,76.96075,98.37192857,NA,NA,1.1205,24.73571429,25.21789286,344.4642857,1224.214286,464.7142857,NA,46.10714286,94.10714286,445.3571429,471.6071429,NA,NA,NA,NA,NA,NA,52.72467018
242,8,2007,8,11.5,15,,0.244416667,29.4965,241.75,1.8575,-18.61232143,-18.61232143,0,35.35714286,NA,177.7142857,NA,24.53571429,27.26714286,26.16428571,0,77.91789286,98.48589286,NA,NA,0.989107143,23.95,24.14285714,333.8214286,1149.785714,436.4642857,NA,44.03571429,85.5,446.6071429,463.7142857,NA,NA,NA,NA,NA,NA,52.92418126
243,9,2007,8,11.5,15,,0.355571429,28.78932143,266,2.811428571,-18.08146429,-18.08146429,0,38.42857143,NA,177.2857143,NA,19.25,27.39610714,26.3275,0,80.75357143,98.47885714,NA,NA,0.834178571,23.45407143,23.50378571,308.6071429,1069.214286,409.2142857,NA,40.35714286,83.10714286,441.2857143,458.75,NA,NA,NA,NA,NA,NA,53.12710699
244,10,2007,8,11.5,15,,0.300407407,28.4215,317.7142857,2.611428571,-13.942,-13.942,0,33.53571429,NA,180.5357143,NA,18.96428571,26.74178571,25.58642857,0,75.42142857,98.84342857,NA,NA,1.075142857,22.861,22.82871429,382.5357143,1247.928571,479.8571429,NA,47.78571429,94.07142857,453.6428571,457,NA,NA,NA,NA,NA,NA,53.33340198
245,11,2007,8,11.5,15,,0.248074074,28.09285714,145.4285714,1.993214286,-18.16996429,-18.16996429,0,42.64285714,NA,187.1785714,NA,22.28571429,26.9275,25.61678571,0,71.65714286,99.10742857,NA,NA,1.2105,22.45364286,22.24653571,374.2857143,1243.5,479.4642857,NA,48.32142857,95.96428571,447.5,456.6071429,NA,NA,NA,NA,NA,NA,53.54301998
246,12,2007,8,11.24137931,15.51724138,,0.274185185,30.22068966,212.5862069,2.172413793,-17.76913793,-17.76913793,0,32.86206897,NA,190.0689655,NA,26.79310345,27.5337931,26.01172414,0,71.28965517,99.11758621,NA,NA,1.440172414,22.14489655,21.69310345,344.4482759,1180.931034,450.6551724,NA,46.93103448,89.17241379,450.5862069,467.4827586,NA,NA,NA,NA,NA,NA,55.40031101
247,13,2007,8,11.5,15,,0.337925926,27.82142857,48.25,2.838928571,-15.30789286,-15.30789286,0,36.71428571,NA,179.6428571,NA,19.10714286,27.10642857,25.795,0,62.425,99.24003571,NA,NA,1.567392857,21.84642857,21.34285714,296.7857143,1245.5,489.5357143,NA,50.57142857,100.8214286,362.8214286,454.5714286,NA,NA,NA,NA,NA,NA,53.97203573
248,14,2007,8,11.66666667,15.55555556,,0.35964,25.11851852,134.6296296,3.382962963,-13.2855,-13.2855,0,33.88,NA,132.1666667,NA,12.03703704,23.40888889,22.95296296,0.162962963,78.34818519,98.78922222,NA,NA,0.832592593,21.43333333,22.92981481,270.6296296,847.3703704,329.8518519,NA,36.11538462,70.42307692,446.2962963,437.4074074,NA,NA,NA,NA,NA,NA,53.64261021
249,15,2007,8,11.5,15,,0.27926087,26.4,86.67857143,2.134642857,-20.41224,-20.41224,0,20.69230769,NA,118.8461538,NA,19.64285714,24.53964286,24.02214286,0.014285714,87.12142857,98.53625,NA,NA,0.534892857,21.60714286,22.28235714,206.0357143,731.75,260.1428571,NA,33.95833333,61.78571429,452.9642857,445.2142857,NA,NA,NA,NA,NA,NA,54.41376729
250,16,2007,8,11.5,15,,0.233684211,25.1,227.9285714,2.2075,0.765571429,0.765571429,0,6.090909091,NA,79.18181818,NA,8.321428571,24.045,23.86321429,0.121428571,95.76785714,98.83242857,NA,NA,0.14875,21.73571429,21.89642857,102.6071429,369.1071429,131.2857143,NA,18.6,32.17857143,438.8928571,435.2142857,NA,NA,NA,NA,NA,NA,54.63927697
251,17,2007,8,11.5,15,,0.243076923,26.04642857,297.5357143,1.930714286,-14.00685714,-14.00685714,0,28.89285714,NA,162.8928571,NA,10.89285714,23.70035714,23.40785714,0,72.53214286,99.28989286,NA,NA,1.053928571,21.7,21.6,352.1785714,1087.392857,422.7142857,NA,44.14285714,87.25,456.8214286,440.0357143,NA,NA,NA,NA,NA,NA,54.86781452
252,18,2007,8,11.5,15,,0.372925926,21.21785714,102.3571429,3.039285714,-12.21344444,-12.21344444,0,27.37037037,NA,118.1111111,NA,1.535714286,20.7425,20.75535714,0.042857143,75.22142857,99.41846429,NA,NA,0.656357143,21.27857143,21.1,198.5357143,638.1071429,251.5,NA,26.77777778,57.78571429,419.8571429,415.1785714,NA,NA,NA,NA,NA,NA,55.09932791
253,19,2007,8,11.5,15,,0.305464286,26.49642857,189.9285714,2.454285714,-11.18385714,-11.18385714,0,15.03571429,NA,86.46428571,NA,24.39285714,23.53785714,22.91392857,0,83.25357143,98.82525,NA,NA,0.608428571,21.36785714,20.87142857,183.1785714,601.25,225.1071429,NA,24.71428571,49.32142857,452.3928571,445.1071429,NA,NA,NA,NA,NA,NA,55.33376431
254,20,2007,8,11.25925926,14.44444444,,0.443294118,25.54444444,210.5925926,3.34037037,-6.725375,-6.725375,0,1.25,NA,118.875,NA,12.7037037,23.99962963,23.61851852,0.377777778,95.38148148,98.4742963,NA,NA,0.166703704,22.84114815,22.59651852,122.4814815,426.9259259,152.7407407,NA,24.08695652,32.66666667,440.3333333,437.8888889,NA,NA,NA,NA,NA,NA,54.5633399
255,21,2007,8,11.5,15,,0.311296296,27.73214286,193.75,2.716071429,-10.646,-10.646,0,32.81481481,NA,109.037037,NA,27.67857143,25.36678571,24.76178571,0.007142857,85.46428571,98.72914286,NA,NA,0.605642857,23.05746429,22.24653571,243.6428571,791.5357143,296.6071429,NA,33.35714286,62.53571429,463.1785714,453.3571429,NA,NA,NA,NA,NA,NA,55.81119084
256,22,2007,8,11.25925926,14.44444444,,0.40537037,30.06303704,203.5185185,3.588148148,-9.779777778,-9.779777778,0,39.25925926,NA,172.6296296,NA,24.66666667,26.11185185,25.43222222,0,71.84077778,98.95951852,NA,NA,1.366074074,22.89655556,21.97777778,357.3703704,1161.555556,432.3333333,NA,49.37037037,87.33333333,478.8148148,466.5555556,NA,NA,NA,NA,NA,NA,55.04501575
257,23,2007,8,11.25925926,14.44444444,,0.499259259,30.50740741,197.4444444,4.169259259,-8.627592593,-8.627592593,0,46.48148148,NA,179.4814815,NA,21,26.32814815,25.59925926,0,66.37777778,98.65225926,NA,NA,1.656037037,22.53737037,21.55185185,369.1481481,1207.407407,449.8148148,NA,53.66666667,92.59259259,481.6666667,469.7777778,NA,NA,NA,NA,NA,NA,55.28988951
258,24,2007,8,11.5,15,,0.495875,27.72142857,194.7857143,3.939285714,-5.1932,-5.1932,0,54.08,NA,110,NA,14.82142857,26.06785714,25.45714286,0.064285714,81.48575,98.40385714,NA,NA,0.832107143,22.04642857,21.13571429,243.4285714,824.6071429,305.1428571,NA,38.57692308,65.57142857,458.1428571,454.1428571,NA,NA,NA,NA,NA,NA,56.5478874
259,25,2007,8,11.5,15,,0.397428571,24.92142857,287.8571429,3.344285714,-2.450821429,-2.450821429,0,47.35714286,NA,108.5357143,NA,3.928571429,23.7175,23.61714286,0,82.07142857,98.69689286,NA,NA,0.618714286,21.76785714,20.94285714,251.4642857,793.0357143,305.0357143,NA,34.21428571,60.53571429,442.3928571,435.5,NA,NA,NA,NA,NA,NA,56.79870868
260,26,2007,8,11.25925926,14.44444444,,0.300481481,24.43703704,59.55555556,2.260740741,-7.686444444,-7.686444444,0,95.18518519,NA,152.0740741,NA,5.333333333,22.71222222,22.34555556,0,63.68148148,99.21922222,NA,NA,1.239222222,21.48518519,20.59259259,396.9259259,1228.592593,476.1481481,NA,54.18518519,90.66666667,446.962963,435.5185185,NA,NA,NA,NA,NA,NA,56.03999053
261,27,2007,8,11.25925926,14.44444444,,0.268038462,26.48148148,105.3703704,2.165925926,-6.350592593,-6.350592593,0,86.48148148,NA,143.2962963,NA,17.14814815,23.33962963,22.52333333,0,60.84814815,99.17077778,NA,NA,1.627555556,21.23333333,20.33711111,393.8518519,1227.074074,470.4444444,NA,55.92592593,89.40740741,460.962963,448.0740741,NA,NA,NA,NA,NA,NA,56.29499566
262,28,2007,8,11.25925926,14.44444444,,0.318,29.926,157.4444444,2.491851852,-4.934666667,-4.934666667,0,82.66666667,NA,142.9259259,NA,26.07407407,25.41925926,24.17481481,0,57.02592593,99.05592593,NA,NA,2.06762963,21.13703704,20.15214815,371.1481481,1176.148148,446.6666667,NA,57.03703704,86.77777778,479.2962963,468.1111111,NA,NA,NA,NA,NA,NA,56.55239053
263,29,2007,8,11.25925926,14.44444444,,0.309192308,30.64444444,272.5555556,2.448888889,-3.202407407,-3.202407407,0,76.25925926,NA,115.5925926,NA,24.33333333,25.85888889,24.58296296,0,60.08888889,99.004,NA,NA,1.997888889,21.00740741,19.99288889,314.5925926,1086.333333,414.9259259,NA,54.74074074,78.37037037,448.1481481,470.0740741,NA,NA,NA,NA,NA,NA,56.8121165
264,30,2007,8,11.5,15,,0.584884615,24.55,129.5,4.934615385,-2.084307692,-2.084307692,0,106.3846154,NA,89.88461538,NA,9,23.75538462,23.11884615,0,60.28846154,99.37326923,NA,NA,1.316538462,20.79230769,19.78865385,396.9230769,1239,487.9230769,NA,64.57692308,96.07692308,443.8076923,438.8846154,NA,NA,NA,NA,NA,NA,55.64185491
265,31,2007,8,11.25925926,14.44444444,,0.470148148,23.21111111,32.07407407,3.488888889,-1.887666667,-1.887666667,0,136.037037,NA,84.92592593,NA,12.85185185,22.34185185,21.57592593,0,59.74444444,99.41503704,NA,NA,1.324851852,20.37066667,19.46707407,388.2962963,1215.888889,478.962963,NA,64.2962963,94.74074074,436.3333333,432.2962963,NA,NA,NA,NA,NA,NA,57.33832365
266,10,2007,9,9.736842105,15.78947368,,0.2680625,24.42105263,130.5789474,1.895789474,2.983631579,2.983631579,0,146.6315789,NA,59.89473684,NA,24.26315789,21.58736842,21.13210526,0,72.34210526,99.00568421,NA,NA,1.058157895,33.92157895,33.68994737,321.1052632,1081,416.6315789,NA,57.36842105,58.26315789,405,442.1052632,NA,NA,NA,NA,NA,NA,54.74341301
267,11,2007,9,11,15,,0.634791667,20.12692308,270.6923077,4.624230769,4.940791667,4.940791667,0,169.5833333,NA,98.91304348,NA,-7.192307692,18.58461538,18.85076923,0.007692308,61.73846154,98.72376923,NA,NA,1.083615385,33.86211538,32.86196154,328.3461538,1175.884615,460.0384615,NA,64.61538462,71.42307692,352.7692308,412.9230769,NA,NA,NA,NA,NA,NA,59.26682886
268,12,2007,9,11.24,15.6,,0.226826087,18.688,301.6,1.5044,1.54688,1.54688,0,171.92,NA,60.24,NA,-1.72,16.1568,16.324,0,48.196,99.30836,NA,NA,1.28888,32.4362,31.95644,299.72,1195.72,481.2,NA,68.4,71.88,295.4,405.28,NA,NA,NA,NA,NA,NA,58.0658141
269,13,2007,9,11.24,15.6,,0.36032,23.396,166.68,2.698,2.24588,2.24588,0,167.08,NA,66.84,NA,21.24,17.414,17.02164,0,42.152,98.97232,NA,NA,1.95352,31.332,31.264,282.28,1183.72,472.92,NA,69.88,75.12,316.6,432,NA,NA,NA,NA,NA,NA,58.35602667
