,Day,Year,Month,Hour,Minute,LAI.MODIS,ustar,Tair,WD,wind,NEE,FC,SC,H,SH,LE,SLE,G,TS_1,TS_2,Precip,RH,pressure,CO2_1,CO2_2,VPD,SWC_1,SWC_2,Rn,PPFD_down,SW_down,SW_DIF,PPFD_up,SW_up,LW_down,LW_out,H2O,Reco,APAR,PPFD_DIF,FAPAR,ZL,SZA
270,14,2007,9,11.24,15.6,,0.58876,19.26404,298.52,4.89,2.64948,2.64948,0,164.28,NA,68.6,NA,2.2,16.7304,16.80288,0,53.128,98.97228,NA,NA,1.13168,30.356,30.772,270.88,1068.88,436.8,NA,66.24,73.44,314.4,406.8,NA,NA,NA,NA,NA,NA,58.64759463
271,15,2007,9,11.65384615,16.15384615,,0.269791667,14.85769231,228.0384615,1.658846154,0.881692308,0.881692308,0,163.4230769,NA,45.23076923,NA,-6.115384615,13.35196154,13.60461538,0,51.43076923,99.89661538,NA,NA,0.972884615,29.05769231,29.85384615,303,1113.384615,458.1153846,NA,68.15384615,73.92307692,304.6538462,385.7692308,NA,NA,NA,NA,NA,NA,61.70836169
272,16,2007,9,11.24,15.6,,0.43864,19.544,153.76,2.8824,1.74316,1.74316,0,176.4,NA,56.56,NA,16.72,15.9696,15.6156,0,46.544,99.58036,NA,NA,1.35496,28.492,29.3,256.48,1041.4,412.32,NA,65.08,68.2,324.96,412.56,NA,NA,NA,NA,NA,NA,59.23451279
273,17,2007,9,9.931034483,15.51724138,,0.564724138,24.09310345,155.6206897,4.218275862,2.88762069,2.88762069,0,123.5862069,NA,43.44827586,NA,25.34482759,18.0037931,17.3862069,0,50.64827586,99.38989655,NA,NA,1.653241379,27.89403448,28.8137931,214.5517241,858.7586207,334.8275862,NA,55.96551724,57.24137931,372.0689655,435.137931,NA,NA,NA,NA,NA,NA,68.70381562
274,18,2007,9,11.24,15.6,,0.54576,27.868,170.88,4.218,3.29596,3.29596,0,150.8,NA,41.76,NA,32.16,20.63924,19.79004,0,56.60004,99.30436,NA,NA,1.84836,27.29248,28.31612,268.48,1070.64,418.48,NA,72.08,73.24,381,457.88,NA,NA,NA,NA,NA,NA,59.82599313
275,19,2007,9,11.24,15.6,,0.30047619,28.06004,232.28,2.0948,1.87772,1.87772,0,119.16,NA,27.64,NA,29.72,21.6252,20.7992,0,61.796,99.3242,NA,NA,1.66068,26.56404,27.60484,213.28,848.96,329,NA,56.68,54.48,395.92,457.12,NA,NA,NA,NA,NA,NA,60.12326094
276,20,2007,9,11.24,15.6,,0.362545455,27.88804,80.56,2.48,2.19416,2.19416,0,132.72,NA,33.68,NA,24.04,22.156,21.4444,0,62.236,99.2602,NA,NA,1.6398,25.9524,26.97232,284.48,912.8,357.88,NA,61.92,60.48,445.52,458.4,NA,NA,NA,NA,NA,NA,60.42144796
277,21,2007,9,11.24,15.6,,0.42072,29.01208,183.8,3.2384,3.27044,3.27044,0,142.28,NA,44.44,NA,23.4,22.1444,21.5436,0,49.796,98.78428,NA,NA,2.29624,25.264,26.2804,289.6,982.36,389.92,NA,69.16,70.08,434.12,464.52,NA,NA,NA,NA,NA,NA,60.7204788
278,22,2007,9,11.24,15.6,,0.37672,25.156,133.6,3.0472,1.82052,1.82052,0,135.44,NA,36.44,NA,9.8,20.1376,19.9532,0,44.064,99.2446,NA,NA,1.96392,24.468,25.376,318.6,1064.48,421.84,NA,74.68,73.84,412.96,442.4,NA,NA,NA,NA,NA,NA,61.02027733
279,23,2007,9,11.24,15.6,,0.41296,28.10804,109.4,3.1268,2.1296,2.1296,0,147.56,NA,25.12,NA,26.6,21.25724,20.4096,0,50.40004,99.41644,NA,NA,2.1308,23.672,24.452,289.72,945.28,372.96,NA,68.12,67.04,444.64,460.88,NA,NA,NA,NA,NA,NA,61.32076661
280,24,2007,9,11.24,15.6,,0.58176,29.45608,173.48,4.4396,3.34044,3.34044,0,124.76,NA,20.88,NA,27.88,23.2916,22.3716,0,61.792,99.10044,NA,NA,1.70448,23.3004,23.88,209.64,817.24,313.28,NA,61.08,56.4,420.4,467.52,NA,NA,NA,NA,NA,NA,61.62186897
281,25,2007,9,11.24,15.6,,0.471791667,25.332,189.72,3.8276,0.510909091,0.510909091,0,38.58333333,NA,57.83333333,NA,15.76,23.108,22.6832,0.008,87.76,98.97256,NA,NA,0.43176,23.0842,23.636,146.6,466.04,173.2,NA,34.92,28.92,442.16,439.96,NA,NA,NA,NA,NA,NA,61.92350595
282,26,2007,9,11.24,15.6,,0.25,17.75604,246.4,2.0316,1.082833333,1.082833333,0,38.25,NA,20.45833333,NA,-7.96,18.8984,19.238,0,93.704,99.00444,NA,NA,0.1464,22.6,23.43248,101.48,319.96,119.48,NA,22.66666667,19.92,400.56,398.76,NA,NA,NA,NA,NA,NA,62.22559835
283,27,2007,9,11.24,15.6,,0.309130435,21.324,232.68,2.088,-0.137791667,-0.137791667,0,143.28,NA,75,NA,6.36,17.7968,17.76924,0,59.348,98.86424,NA,NA,1.32908,22.19616,22.92432,333.12,1042.52,388.28,NA,70.36,59.76,423.16,418.4,NA,NA,NA,NA,NA,NA,62.52806619
284,28,2007,9,11,15,,0.2058,23.675,261.375,1.297083333,1.539208333,1.539208333,0,148.9583333,NA,49.20833333,NA,13.875,17.24416667,16.97208333,0,43.5,99.45016667,NA,NA,1.990666667,21.85416667,22.46279167,361.4583333,1067.333333,416.5416667,NA,69,65.20833333,440.3333333,430.2083333,NA,NA,NA,NA,NA,NA,61.98869753
285,29,2007,9,11,15,,0.564583333,23.94166667,143.625,4.332083333,2.345208333,2.345208333,0,146.875,NA,39.75,NA,19.79166667,17.74541667,17.33625,0,45.05416667,99.78375,NA,NA,1.881125,21.7125,22.04166667,331.3333333,1003.25,396.7083333,NA,67.5,68.16666667,438.4166667,435.6666667,NA,NA,NA,NA,NA,NA,62.29108513
286,30,2007,9,11.24,15.6,,0.70896,25.028,170.4,5.7864,3.24676,3.24676,0,134.44,NA,30.32,NA,20.12,18.1728,17.68164,0,47.096,99.46444,NA,NA,1.87544,21.532,21.696,315.04,963.12,378.8,NA,66.92,66.52,443.36,440.68,NA,NA,NA,NA,NA,NA,63.43691113
